chr	start	end	id	TCGA-BLOOD.all	TCGA-BLOOD.amp	TCGA-BLOOD.del	TCGA-BRCA.all	TCGA-BRCA.amp	TCGA-BRCA.del	TCGA-BRCA.segs	TCGA-PANC.all	TCGA-PANC.amp	TCGA-PANC.del	TCGA-SCCA.all	TCGA-SCCA.amp	TCGA-SCCA.del
chr8	18100000	18149999	28216	2	2	0	0	0	0	10	50	2	48	3	0	3
chr8	18150000	18199999	28217	2	2	0	0	0	0	18	35	4	31	4	2	2
chr8	18200000	18249999	28218	8	0	8	2	0	2	24	36	11	25	3	0	3
chr8	18250000	18299999	28219	25	0	25	154	2	152	489	1569	42	1527	202	2	200
chr8	18300000	18349999	28220	3	1	2	11	3	8	60	39	6	33	2	2	0
chr8	18350000	18399999	28221	0	0	0	4	1	3	21	52	12	40	1	0	1
chr8	18400000	18449999	28222	14	12	2	0	0	0	22	77	16	61	12	0	12
chr8	18450000	18499999	28223	5	0	5	12	0	12	103	106	12	94	13	0	13
chr8	18500000	18549999	28224	0	0	0	9	2	7	37	46	10	36	2	0	2
chr8	18550000	18599999	28225	1	0	1	4	2	2	18	29	5	24	8	0	8
chr8	18600000	18649999	28226	3	0	3	2	0	2	16	27	5	22	3	0	3
chr8	18650000	18699999	28227	0	0	0	7	0	7	37	48	3	45	6	0	6
chr8	18700000	18749999	28228	0	0	0	4	0	4	36	27	0	27	4	0	4
chr8	18750000	18799999	28229	9	5	4	16	0	16	63	181	5	176	30	0	30
chr8	18800000	18849999	28230	2	1	1	3	0	3	68	35	2	33	8	0	8
chr8	18850000	18899999	28231	6	1	5	34	2	32	168	409	23	386	52	1	51
chr8	18900000	18949999	28232	4	1	3	11	2	9	56	74	7	67	13	2	11
chr8	18950000	18999999	28233	4	2	2	4	0	4	29	20	2	18	3	0	3
chr8	19000000	19049999	28234	4	0	4	8	4	4	30	24	4	20	0	0	0
chr8	19050000	19099999	28235	3	3	0	3	0	3	25	34	6	28	5	2	3
chr8	19100000	19149999	28236	4	4	0	10	4	6	47	36	13	23	2	2	0
chr8	19150000	19199999	28237	7	6	1	5	2	3	49	45	12	33	5	0	5
chr8	19200000	19249999	28238	2	1	1	4	1	3	43	53	20	33	6	3	3
chr8	19250000	19299999	28239	0	0	0	2	0	2	28	34	0	34	6	0	6
chr8	19300000	19349999	28240	12	12	0	4	0	4	12	59	12	47	8	0	8
chr8	19350000	19399999	28241	0	0	0	6	0	6	20	49	0	49	4	0	4
chr8	19400000	19449999	28242	2	0	2	2	0	2	23	35	3	32	2	0	2
chr8	19450000	19499999	28243	0	0	0	1	0	1	10	16	1	15	7	0	7
chr8	19500000	19549999	28244	7	5	2	13	1	12	72	111	19	92	11	1	10
chr8	19550000	19599999	28245	2	2	0	5	0	5	52	58	5	53	12	2	10
chr8	19600000	19649999	28246	0	0	0	6	0	6	49	56	0	56	0	0	0
chr8	19650000	19699999	28247	0	0	0	9	0	9	33	56	5	51	8	0	8
chr8	19700000	19749999	28248	0	0	0	0	0	0	10	10	2	8	0	0	0
chr8	19750000	19799999	28249	0	0	0	4	0	4	21	9	2	7	2	0	2
chr8	19800000	19849999	28250	0	0	0	0	0	0	20	43	2	41	7	2	5
chr8	19850000	19899999	28251	0	0	0	2	1	1	20	22	4	18	1	1	0
chr8	19900000	19949999	28252	0	0	0	2	0	2	28	10	0	10	0	0	0
chr8	19950000	19999999	28253	10	10	0	4	0	4	44	32	12	20	2	2	0
chr8	20000000	20049999	28254	10	10	0	4	0	4	26	48	28	20	6	5	1
chr8	20050000	20099999	28255	0	0	0	4	0	4	16	20	0	20	1	0	1
chr8	20100000	20149999	28256	2	2	0	5	0	5	21	27	7	20	7	4	3
chr8	20150000	20199999	28257	4	0	4	1	0	1	8	39	1	38	4	0	4
chr8	20200000	20249999	28258	6	6	0	8	2	6	46	90	13	77	6	0	6
chr8	20250000	20299999	28259	5	3	2	4	0	4	24	59	7	52	1	0	1
chr8	20300000	20349999	28260	26	26	0	5	0	5	43	80	26	54	0	0	0
chr8	20350000	20399999	28261	18	16	2	9	0	9	39	76	18	58	8	0	8
chr8	20400000	20449999	28262	6	4	2	3	2	1	24	53	8	45	2	0	2
chr8	20450000	20499999	28263	12	12	0	2	2	0	14	50	16	34	4	0	4
chr8	20500000	20549999	28264	8	8	0	6	0	6	32	59	14	45	6	0	6
chr8	20550000	20599999	28265	2	0	2	27	7	20	66	109	13	96	4	2	2
chr8	20600000	20649999	28266	0	0	0	4	0	4	19	12	0	12	2	0	2
chr8	20650000	20699999	28267	11	9	2	15	2	13	29	83	13	70	4	0	4
chr8	20700000	20749999	28268	0	0	0	2	0	2	10	23	4	19	2	0	2
chr8	20750000	20799999	28269	4	2	2	10	0	10	42	36	6	30	4	2	2
chr8	20800000	20849999	28270	0	0	0	15	0	15	36	39	10	29	2	0	2
chr8	20850000	20899999	28271	4	0	4	11	1	10	41	44	7	37	1	1	0
chr8	20900000	20949999	28272	10	6	4	2	0	2	16	26	6	20	2	0	2
chr8	20950000	20999999	28273	0	0	0	2	0	2	18	16	2	14	0	0	0
chr8	21000000	21049999	28274	2	2	0	5	0	5	25	23	2	21	3	0	3
chr8	21050000	21099999	28275	1	0	1	2	0	2	6	61	2	59	11	0	11
chr8	21100000	21149999	28276	4	0	4	22	0	22	111	152	4	148	20	0	20
chr8	21150000	21199999	28277	6	6	0	9	0	9	18	52	6	46	4	0	4
chr8	21200000	21249999	28278	12	7	5	6	0	6	35	83	14	69	5	1	4
chr8	21250000	21299999	28279	5	4	1	9	0	9	57	51	6	45	8	0	8
chr8	21300000	21349999	28280	8	8	0	10	0	10	22	48	14	34	1	0	1
chr8	21350000	21399999	28281	7	4	3	11	2	9	27	76	7	69	10	0	10
chr8	21400000	21449999	28282	4	4	0	12	0	12	28	85	6	79	4	0	4
chr8	21450000	21499999	28283	8	8	0	4	1	3	20	43	13	30	8	2	6
chr8	21500000	21549999	28284	16	6	10	2	0	2	27	24	6	18	0	0	0
chr8	21550000	21599999	28285	11	2	9	0	0	0	22	17	6	11	0	0	0
chr8	21600000	21649999	28286	2	0	2	0	0	0	18	8	2	6	0	0	0
chr8	21650000	21699999	28287	0	0	0	4	0	4	41	50	0	50	2	0	2
chr8	21700000	21749999	28288	5	5	0	7	0	7	27	67	7	60	8	0	8
chr8	21750000	21799999	28289	7	4	3	2	0	2	12	11	4	7	0	0	0
chr8	21800000	21849999	28290	0	0	0	0	0	0	4	7	7	0	2	2	0
chr8	21850000	21899999	28291	3	0	3	5	0	5	19	26	2	24	0	0	0
chr8	21900000	21949999	28292	4	0	4	4	0	4	30	36	4	32	3	0	3
chr8	21950000	21999999	28293	3	0	3	0	0	0	22	18	4	14	3	0	3
chr8	22000000	22049999	28294	2	2	0	0	0	0	18	10	6	4	0	0	0
chr8	22050000	22099999	28295	0	0	0	1	0	1	21	12	0	12	4	0	4
chr8	22100000	22149999	28296	0	0	0	3	2	1	16	16	4	12	2	0	2
chr8	22150000	22199999	28297	0	0	0	0	0	0	12	10	0	10	4	0	4
chr8	22200000	22249999	28298	3	1	2	1	0	1	69	34	17	17	1	1	0
chr8	22250000	22299999	28299	4	1	3	8	0	8	51	95	29	66	9	1	8
chr8	22300000	22349999	28300	1	0	1	4	0	4	41	49	15	34	3	1	2
chr8	22350000	22399999	28301	0	0	0	6	0	6	52	25	4	21	0	0	0
chr8	22400000	22449999	28302	7	0	7	0	0	0	22	22	4	18	0	0	0
chr8	22450000	22499999	28303	13	0	13	11	0	11	33	128	2	126	10	2	8
chr8	22500000	22549999	28304	5	5	0	6	0	6	30	27	5	22	10	0	10
chr8	22550000	22599999	28305	22	22	0	4	0	4	31	35	22	13	0	0	0
chr8	22600000	22649999	28306	18	16	2	2	0	2	7	28	16	12	2	0	2
chr8	22650000	22699999	28307	14	14	0	0	0	0	14	30	14	16	6	0	6
chr8	22700000	22749999	28308	0	0	0	3	0	3	17	38	0	38	2	0	2
chr8	22750000	22799999	28309	16	12	4	0	0	0	18	41	14	27	2	0	2
chr8	22800000	22849999	28310	10	10	0	2	0	2	22	27	10	17	0	0	0
chr8	22850000	22899999	28311	2	0	2	0	0	0	15	13	0	13	0	0	0
chr8	22900000	22949999	28312	2	0	2	0	0	0	12	10	0	10	0	0	0
chr8	22950000	22999999	28313	4	0	4	12	0	12	36	66	0	66	5	0	5
chr8	23000000	23049999	28314	4	0	4	4	0	4	18	58	1	57	6	0	6
chr8	23050000	23099999	28315	0	0	0	3	0	3	17	20	2	18	3	0	3
chr8	23100000	23149999	28316	2	0	2	0	0	0	14	32	4	28	3	0	3
chr8	23150000	23199999	28317	20	0	20	4	0	4	17	91	5	86	3	0	3
chr8	23200000	23249999	28318	5	0	5	13	5	8	41	95	11	84	3	0	3
chr8	23250000	23299999	28319	4	4	0	0	0	0	7	22	8	14	3	0	3
chr8	23300000	23349999	28320	6	4	2	3	0	3	19	20	4	16	2	0	2
chr8	23350000	23399999	28321	4	2	2	5	0	5	35	69	2	67	8	0	8
chr8	23400000	23449999	28322	34	5	29	189	1	188	802	1578	28	1550	177	3	174
chr8	23450000	23499999	28323	3	2	1	10	1	9	35	52	19	33	6	3	3
chr8	23500000	23549999	28324	0	0	0	2	0	2	22	22	0	22	2	0	2
chr8	23550000	23599999	28325	6	6	0	0	0	0	22	30	8	22	1	0	1
chr8	23600000	23649999	28326	7	6	1	5	0	5	27	66	6	60	9	0	9
chr8	23650000	23699999	28327	0	0	0	3	0	3	23	34	0	34	3	0	3
chr8	23700000	23749999	28328	2	2	0	2	0	2	29	27	2	25	0	0	0
chr8	23750000	23799999	28329	0	0	0	14	0	14	33	53	2	51	4	2	2
chr8	23800000	23849999	28330	6	6	0	1	0	1	17	7	6	1	0	0	0
chr8	23850000	23899999	28331	6	6	0	1	0	1	11	15	6	9	0	0	0
chr8	23900000	23949999	28332	0	0	0	9	0	9	33	78	0	78	6	0	6
chr8	23950000	23999999	28333	0	0	0	0	0	0	12	17	4	13	0	0	0
chr8	24000000	24049999	28334	4	2	2	2	0	2	30	23	2	21	0	0	0
chr8	24050000	24099999	28335	2	0	2	0	0	0	4	4	0	4	0	0	0
chr8	24100000	24149999	28336	10	1	9	19	2	17	82	199	4	195	28	0	28
chr8	24150000	24199999	28337	9	1	8	13	0	13	62	228	2	226	36	0	36
chr8	24200000	24249999	28338	8	5	3	17	0	17	59	144	6	138	19	0	19
chr8	24250000	24299999	28339	6	4	2	0	0	0	10	12	6	6	2	2	0
chr8	24300000	24349999	28340	7	3	4	3	1	2	7	29	4	25	0	0	0
chr8	24350000	24399999	28341	2	0	2	8	1	7	34	54	1	53	0	0	0
chr8	24400000	24449999	28342	0	0	0	4	2	2	22	20	4	16	0	0	0
chr8	24450000	24499999	28343	2	2	0	4	2	2	17	14	4	10	0	0	0
chr8	24500000	24549999	28344	2	2	0	6	0	6	48	29	6	23	4	0	4
chr8	24550000	24599999	28345	2	2	0	4	0	4	25	27	2	25	7	0	7
chr8	24600000	24649999	28346	8	6	2	3	0	3	19	41	6	35	6	0	6
chr8	24650000	24699999	28347	0	0	0	2	1	1	21	35	2	33	5	0	5
chr8	24700000	24749999	28348	7	1	6	30	4	26	119	226	23	203	23	1	22
chr8	24750000	24799999	28349	12	7	5	0	0	0	12	15	8	7	1	0	1
chr8	24800000	24849999	28350	2	2	0	0	0	0	8	4	2	2	0	0	0
chr8	24850000	24899999	28351	4	0	4	0	0	0	15	23	0	23	5	0	5
chr8	24900000	24949999	28352	5	0	5	5	0	5	28	31	0	31	0	0	0
chr8	24950000	24999999	28353	99	20	79	423	41	382	4341	4535	695	3840	544	55	489
chr8	25000000	25049999	28354	1	0	1	0	0	0	15	15	2	13	1	0	1
chr8	25050000	25099999	28355	2	2	0	3	1	2	22	15	3	12	4	0	4
chr8	25100000	25149999	28356	4	2	2	1	1	0	10	18	3	15	1	0	1
chr8	25150000	25199999	28357	7	0	7	2	0	2	16	25	0	25	2	0	2
chr8	25200000	25249999	28358	3	2	1	1	0	1	13	42	4	38	1	0	1
chr8	25250000	25299999	28359	0	0	0	1	0	1	23	30	3	27	3	0	3
chr8	25300000	25349999	28360	0	0	0	1	0	1	11	30	4	26	0	0	0
chr8	25350000	25399999	28361	0	0	0	1	0	1	18	15	3	12	0	0	0
chr8	25400000	25449999	28362	17	10	7	22	1	21	83	232	17	215	25	0	25
chr8	25450000	25499999	28363	2	2	0	10	0	10	36	127	2	125	3	0	3
chr8	25500000	25549999	28364	8	7	1	2	0	2	16	86	37	49	8	3	5
chr8	25550000	25599999	28365	3	2	1	7	3	4	65	96	34	62	8	2	6
chr8	25600000	25649999	28366	0	0	0	4	0	4	39	26	0	26	1	0	1
chr8	25650000	25699999	28367	0	0	0	0	0	0	26	23	5	18	2	0	2
chr8	25700000	25749999	28368	0	0	0	0	0	0	0	12	0	12	0	0	0
chr8	25750000	25799999	28369	0	0	0	1	0	1	11	10	4	6	1	0	1
chr8	25800000	25849999	28370	0	0	0	0	0	0	20	15	0	15	0	0	0
chr8	25850000	25899999	28371	0	0	0	0	0	0	12	22	0	22	0	0	0
chr8	25900000	25949999	28372	12	8	4	16	4	12	58	75	15	60	4	2	2
chr8	25950000	25999999	28373	0	0	0	1	0	1	18	7	0	7	0	0	0
chr8	26000000	26049999	28374	2	2	0	10	0	10	50	46	4	42	2	0	2
chr8	26050000	26099999	28375	8	8	0	9	0	9	38	65	12	53	2	0	2
chr8	26100000	26149999	28376	10	0	10	0	0	0	24	18	2	16	0	0	0
chr8	26150000	26199999	28377	0	0	0	2	0	2	15	30	2	28	4	0	4
chr8	26200000	26249999	28378	1	0	1	10	3	7	44	38	3	35	0	0	0
chr8	26250000	26299999	28379	4	2	2	4	2	2	25	18	10	8	0	0	0
chr8	26300000	26349999	28380	3	3	0	7	0	7	29	68	12	56	8	2	6
chr8	26350000	26399999	28381	0	0	0	0	0	0	15	9	1	8	0	0	0
chr8	26400000	26449999	28382	0	0	0	8	0	8	20	29	8	21	2	0	2
chr8	26450000	26499999	28383	4	4	0	1	0	1	10	32	8	24	3	0	3
chr8	26500000	26549999	28384	12	4	8	2	0	2	21	34	4	30	1	0	1
chr8	26550000	26599999	28385	5	2	3	35	3	32	131	356	46	310	42	2	40
chr8	26600000	26649999	28386	2	2	0	9	7	2	29	18	10	8	0	0	0
chr8	26650000	26699999	28387	0	0	0	2	2	0	14	12	2	10	0	0	0
chr8	26700000	26749999	28388	2	2	0	3	0	3	33	44	6	38	5	0	5
chr8	26750000	26799999	28389	0	0	0	8	3	5	38	49	7	42	7	0	7
chr8	26800000	26849999	28390	0	0	0	2	0	2	22	36	1	35	7	0	7
chr8	26850000	26899999	28391	2	0	2	7	0	7	126	116	2	114	18	0	18
chr8	26900000	26949999	28392	0	0	0	10	0	10	58	21	0	21	0	0	0
chr8	26950000	26999999	28393	1	0	1	2	0	2	28	37	6	31	10	3	7
chr8	27000000	27049999	28394	4	0	4	10	0	10	40	160	4	156	24	0	24
chr8	27050000	27099999	28395	5	0	5	0	0	0	25	22	2	20	2	0	2
chr8	27100000	27149999	28396	7	2	5	0	0	0	15	21	2	19	0	0	0
chr8	27150000	27199999	28397	8	8	0	0	0	0	32	38	8	30	0	0	0
chr8	27200000	27249999	28398	8	8	0	3	2	1	32	26	16	10	2	0	2
chr8	27250000	27299999	28399	18	16	2	2	0	2	29	52	24	28	0	0	0
chr8	27300000	27349999	28400	10	0	10	2	0	2	28	56	8	48	0	0	0
chr8	27350000	27399999	28401	7	3	4	25	11	14	118	149	72	77	15	5	10
chr8	27400000	27449999	28402	1	0	1	27	12	15	129	134	53	81	11	4	7
chr8	27450000	27499999	28403	2	2	0	8	2	6	14	28	8	20	4	0	4
chr8	27500000	27549999	28404	12	6	6	10	0	10	45	102	10	92	7	0	7
chr8	27550000	27599999	28405	12	12	0	2	2	0	26	25	16	9	0	0	0
chr8	27600000	27649999	28406	2	0	2	2	0	2	16	15	8	7	0	0	0
chr8	27650000	27699999	28407	4	0	4	3	2	1	19	15	2	13	0	0	0
chr8	27700000	27749999	28408	0	0	0	5	0	5	33	32	8	24	6	0	6
chr8	27750000	27799999	28409	2	0	2	19	2	17	68	222	7	215	15	0	15
chr8	27800000	27849999	28410	6	0	6	6	0	6	30	45	4	41	0	0	0
chr8	27850000	27899999	28411	15	15	0	10	4	6	29	68	21	47	6	0	6
chr8	27900000	27949999	28412	3	3	0	13	2	11	53	80	9	71	8	0	8
chr8	27950000	27999999	28413	0	0	0	5	2	3	14	49	2	47	6	0	6
chr8	28000000	28049999	28414	0	0	0	27	2	25	87	81	6	75	5	0	5
chr8	28050000	28099999	28415	0	0	0	4	0	4	16	20	0	20	0	0	0
chr8	28100000	28149999	28416	0	0	0	4	0	4	24	29	3	26	2	0	2
chr8	28150000	28199999	28417	0	0	0	9	1	8	33	68	5	63	0	0	0
chr8	28200000	28249999	28418	0	0	0	7	0	7	46	81	2	79	4	0	4
chr8	28250000	28299999	28419	1	0	1	0	0	0	23	23	6	17	2	0	2
chr8	28300000	28349999	28420	2	0	2	5	2	3	23	40	11	29	2	0	2
chr8	28350000	28399999	28421	0	0	0	2	2	0	14	15	8	7	2	2	0
chr8	28400000	28449999	28422	2	0	2	4	0	4	17	58	4	54	6	0	6
chr8	28450000	28499999	28423	0	0	0	7	2	5	25	23	6	17	2	0	2
chr8	28500000	28549999	28424	0	0	0	0	0	0	8	24	8	16	2	0	2
chr8	28550000	28599999	28425	0	0	0	2	0	2	18	8	2	6	0	0	0
chr8	28600000	28649999	28426	1	0	1	3	0	3	22	8	0	8	0	0	0
chr8	28650000	28699999	28427	0	0	0	0	0	0	16	2	2	0	0	0	0
chr8	28700000	28749999	28428	0	0	0	1	0	1	23	12	6	6	0	0	0
chr8	28750000	28799999	28429	0	0	0	1	0	1	11	27	8	19	0	0	0
chr8	28800000	28849999	28430	0	0	0	0	0	0	11	12	4	8	2	0	2
chr8	28850000	28899999	28431	0	0	0	0	0	0	15	24	16	8	2	0	2
chr8	28900000	28949999	28432	2	2	0	4	0	4	22	20	6	14	2	2	0
chr8	28950000	28999999	28433	0	0	0	8	0	8	38	19	4	15	1	0	1
chr8	29000000	29049999	28434	0	0	0	0	0	0	8	7	2	5	0	0	0
chr8	29050000	29099999	28435	0	0	0	3	0	3	33	42	0	42	4	0	4
chr8	29100000	29149999	28436	4	0	4	4	2	2	21	16	6	10	0	0	0
chr8	29150000	29199999	28437	6	0	6	2	2	0	45	24	6	18	2	2	0
chr8	29200000	29249999	28438	8	2	6	6	0	6	40	43	6	37	3	0	3
chr8	29250000	29299999	28439	4	4	0	0	0	0	16	30	12	18	3	2	1
chr8	29300000	29349999	28440	0	0	0	15	0	15	59	114	4	110	13	2	11
chr8	29350000	29399999	28441	0	0	0	0	0	0	15	21	2	19	4	0	4
chr8	29400000	29449999	28442	10	10	0	2	0	2	16	37	16	21	0	0	0
chr8	29450000	29499999	28443	2	2	0	12	6	6	36	73	18	55	0	0	0
chr8	29500000	29549999	28444	0	0	0	2	0	2	25	20	3	17	0	0	0
chr8	29550000	29599999	28445	2	0	2	8	4	4	46	41	6	35	1	0	1
chr8	29600000	29649999	28446	0	0	0	2	2	0	14	23	6	17	1	0	1
chr8	29650000	29699999	28447	1	1	0	3	2	1	13	10	5	5	2	2	0
chr8	29700000	29749999	28448	0	0	0	2	2	0	24	16	6	10	2	2	0
chr8	29750000	29799999	28449	0	0	0	2	0	2	18	10	0	10	0	0	0
chr8	29800000	29849999	28450	2	2	0	11	2	9	42	45	6	39	1	0	1
chr8	29850000	29899999	28451	0	0	0	2	0	2	31	10	2	8	0	0	0
chr8	29900000	29949999	28452	0	0	0	6	0	6	34	105	5	100	15	1	14
chr8	29950000	29999999	28453	0	0	0	6	6	0	28	24	14	10	0	0	0
chr8	30000000	30049999	28454	1	0	1	6	6	0	28	25	8	17	2	0	2
chr8	30050000	30099999	28455	1	0	1	2	2	0	47	22	16	6	4	4	0
chr8	30100000	30149999	28456	3	0	3	12	3	9	44	85	11	74	5	1	4
chr8	30150000	30199999	28457	0	0	0	6	6	0	47	22	10	12	0	0	0
chr8	30200000	30249999	28458	0	0	0	4	2	2	34	17	2	15	5	0	5
chr8	30250000	30299999	28459	0	0	0	5	4	1	39	22	6	16	2	0	2
chr8	30300000	30349999	28460	0	0	0	6	4	2	28	15	4	11	1	0	1
chr8	30350000	30399999	28461	0	0	0	4	4	0	20	10	4	6	0	0	0
chr8	30400000	30449999	28462	0	0	0	6	6	0	32	26	11	15	2	0	2
chr8	30450000	30499999	28463	0	0	0	16	10	6	63	31	12	19	2	0	2
chr8	30500000	30549999	28464	0	0	0	2	2	0	19	16	9	7	0	0	0
chr8	30550000	30599999	28465	0	0	0	3	0	3	33	49	2	47	9	0	9
chr8	30600000	30649999	28466	1	0	1	1	0	1	25	31	0	31	2	0	2
chr8	30650000	30699999	28467	0	0	0	4	2	2	25	19	4	15	2	0	2
chr8	30700000	30749999	28468	0	0	0	8	4	4	56	32	6	26	2	0	2
chr8	30750000	30799999	28469	3	0	3	2	2	0	28	18	4	14	0	0	0
chr8	30800000	30849999	28470	0	0	0	0	0	0	28	16	4	12	2	0	2
chr8	30850000	30899999	28471	0	0	0	0	0	0	14	34	6	28	2	0	2
chr8	30900000	30949999	28472	1	1	0	6	0	6	47	53	19	34	8	4	4
chr8	30950000	30999999	28473	0	0	0	6	4	2	34	37	10	27	3	0	3
chr8	31000000	31049999	28474	4	0	4	2	2	0	41	34	4	30	7	2	5
chr8	31050000	31099999	28475	0	0	0	4	2	2	26	15	6	9	0	0	0
chr8	31100000	31149999	28476	0	0	0	12	3	9	61	110	11	99	16	2	14
chr8	31150000	31199999	28477	0	0	0	1	0	1	15	17	6	11	3	0	3
chr8	31200000	31249999	28478	2	0	2	4	0	4	36	61	4	57	0	0	0
chr8	31250000	31299999	28479	0	0	0	2	2	0	31	25	4	21	0	0	0
chr8	31300000	31349999	28480	2	2	0	2	2	0	22	9	6	3	2	2	0
chr8	31350000	31399999	28481	0	0	0	7	0	7	30	42	4	38	2	2	0
chr8	31400000	31449999	28482	0	0	0	2	0	2	39	10	2	8	2	0	2
chr8	31450000	31499999	28483	0	0	0	4	0	4	35	18	2	16	2	0	2
chr8	31500000	31549999	28484	0	0	0	10	10	0	47	22	17	5	2	2	0
chr8	31550000	31599999	28485	0	0	0	9	4	5	45	58	8	50	6	2	4
chr8	31600000	31649999	28486	0	0	0	18	8	10	78	84	13	71	7	4	3
chr8	31650000	31699999	28487	2	2	0	8	4	4	35	58	12	46	8	2	6
chr8	31700000	31749999	28488	0	0	0	16	10	6	42	54	10	44	0	0	0
chr8	31750000	31799999	28489	0	0	0	6	6	0	50	19	10	9	4	4	0
chr8	31800000	31849999	28490	4	0	4	7	4	3	40	40	12	28	6	2	4
chr8	31850000	31899999	28491	0	0	0	2	2	0	19	13	8	5	0	0	0
chr8	31900000	31949999	28492	2	0	2	18	3	15	73	198	30	168	16	3	13
chr8	31950000	31999999	28493	0	0	0	12	6	6	80	75	48	27	4	2	2
chr8	32000000	32049999	28494	0	0	0	0	0	0	24	15	6	9	2	0	2
chr8	32050000	32099999	28495	0	0	0	4	3	1	23	21	3	18	0	0	0
chr8	32100000	32149999	28496	2	0	2	10	8	2	48	46	18	28	0	0	0
chr8	32150000	32199999	28497	2	0	2	2	2	0	55	80	8	72	2	0	2
chr8	32200000	32249999	28498	0	0	0	13	8	5	54	72	17	55	8	2	6
chr8	32250000	32299999	28499	0	0	0	2	2	0	34	35	9	26	2	0	2
chr8	32300000	32349999	28500	2	2	0	4	2	2	55	14	8	6	0	0	0
chr8	32350000	32399999	28501	0	0	0	6	0	6	54	37	7	30	4	0	4
chr8	32400000	32449999	28502	17	0	17	16	2	14	83	186	8	178	14	0	14
chr8	32450000	32499999	28503	2	0	2	1	0	1	42	19	8	11	6	2	4
chr8	32500000	32549999	28504	0	0	0	16	14	2	40	36	20	16	9	4	5
chr8	32550000	32599999	28505	2	0	2	6	0	6	56	39	4	35	12	4	8
chr8	32600000	32649999	28506	4	0	4	12	12	0	53	55	19	36	12	3	9
chr8	32650000	32699999	28507	22	12	10	228	200	28	1122	1616	1353	263	190	170	20
chr8	32700000	32749999	28508	0	0	0	5	5	0	38	19	11	8	3	2	1
chr8	32750000	32799999	28509	0	0	0	2	0	2	35	23	7	16	5	2	3
chr8	32800000	32849999	28510	1	0	1	7	4	3	42	23	6	17	2	2	0
chr8	32850000	32899999	28511	0	0	0	8	4	4	37	36	13	23	2	2	0
chr8	32900000	32949999	28512	0	0	0	11	7	4	50	25	13	12	3	2	1
chr8	32950000	32999999	28513	3	2	1	11	10	1	45	59	18	41	3	1	2
chr8	33000000	33049999	28514	0	0	0	0	0	0	29	12	6	6	2	2	0
chr8	33050000	33099999	28515	2	1	1	8	2	6	63	49	5	44	0	0	0
chr8	33100000	33149999	28516	0	0	0	10	8	2	52	30	17	13	2	2	0
chr8	33150000	33199999	28517	4	1	3	4	2	2	65	67	13	54	4	1	3
chr8	33200000	33249999	28518	0	0	0	10	8	2	57	27	12	15	0	0	0
chr8	33250000	33299999	28519	0	0	0	25	15	10	95	51	19	32	8	2	6
chr8	33300000	33349999	28520	0	0	0	8	8	0	37	15	8	7	0	0	0
chr8	33350000	33399999	28521	0	0	0	7	6	1	71	13	8	5	4	2	2
chr8	33400000	33449999	28522	0	0	0	15	9	6	66	40	19	21	11	8	3
chr8	33450000	33499999	28523	0	0	0	4	4	0	53	17	6	11	2	2	0
chr8	33500000	33549999	28524	0	0	0	7	5	2	52	19	7	12	1	0	1
chr8	33550000	33599999	28525	0	0	0	9	9	0	50	17	13	4	0	0	0
chr8	33600000	33649999	28526	0	0	0	12	9	3	39	48	15	33	4	0	4
chr8	33650000	33699999	28527	0	0	0	3	3	0	38	22	9	13	10	6	4
chr8	33700000	33749999	28528	0	0	0	8	8	0	42	27	11	16	6	1	5
chr8	33750000	33799999	28529	9	6	3	33	10	23	133	255	57	198	41	8	33
chr8	33800000	33849999	28530	0	0	0	16	16	0	72	35	26	9	8	6	2
chr8	33850000	33899999	28531	8	0	8	6	6	0	58	45	16	29	4	4	0
chr8	33900000	33949999	28532	8	0	8	0	0	0	44	21	6	15	0	0	0
chr8	33950000	33999999	28533	0	0	0	7	4	3	33	24	8	16	0	0	0
chr8	34000000	34049999	28534	6	6	0	26	20	6	53	72	28	44	2	0	2
chr8	34050000	34099999	28535	6	6	0	6	4	2	54	40	20	20	12	4	8
chr8	34100000	34149999	28536	7	7	0	18	14	4	50	41	27	14	0	0	0
chr8	34150000	34199999	28537	0	0	0	6	4	2	31	16	6	10	2	0	2
chr8	34200000	34249999	28538	0	0	0	10	8	2	56	31	19	12	10	6	4
chr8	34250000	34299999	28539	4	0	4	15	5	10	73	108	22	86	16	8	8
chr8	34300000	34349999	28540	0	0	0	8	6	2	40	31	11	20	5	4	1
chr8	34350000	34399999	28541	7	0	7	46	30	16	129	153	40	113	13	6	7
chr8	34400000	34449999	28542	0	0	0	24	22	2	60	48	37	11	5	3	2
chr8	34450000	34499999	28543	4	4	0	21	16	5	47	40	27	13	3	3	0
chr8	34500000	34549999	28544	0	0	0	10	4	6	71	53	16	37	8	6	2
chr8	34550000	34599999	28545	0	0	0	22	18	4	59	42	24	18	2	2	0
chr8	34600000	34649999	28546	0	0	0	20	20	0	44	41	24	17	1	1	0
chr8	34650000	34699999	28547	12	12	0	8	8	0	47	31	25	6	2	2	0
chr8	34700000	34749999	28548	5	3	2	15	10	5	48	124	49	75	23	14	9
chr8	34750000	34799999	28549	7	7	0	12	12	0	48	39	30	9	9	9	0
chr8	34800000	34849999	28550	4	4	0	12	10	2	56	76	28	48	7	5	2
chr8	34850000	34899999	28551	0	0	0	16	14	2	85	76	31	45	8	7	1
chr8	34900000	34949999	28552	4	1	3	14	12	2	79	34	19	15	2	0	2
